model,correlation,pvalue,predictor,feature
SVR-RBF,0.17774415517020603,0.0012056781961352838,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.06350224762264202,0.2507200743964497,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.07904925899217545,0.15254315883114705,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.12958546242598437,0.018520586102169004,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.13433682085735824,0.014599306853940511,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.1938872466480617,0.00039643570381926854,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.1591327744056419,0.003751770948607052,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.1090093611629678,0.0481982556081451,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.09085584887349289,0.0999476167676056,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.26233159678930307,1.4006216316660915e-06,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.2620613429124068,1.4372792302333942e-06,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.055215196828324695,0.3180548836510038,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.07168383596093779,0.19464931011063166,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.008209274815947054,0.8818964843821491,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.019361226290582848,0.726029211829686,RBD Variant Average Expression,grammaticality
Linear,0.030420013874407393,0.5818821410665627,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.041481138903521106,0.45264886481377353,RBD Variant Average Expression,grammaticality
Linear,-0.0855431024605908,0.12149100606050357,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.00784005822926425,0.88734327046906,RBD Variant Average Expression,grammaticality
Linear,-0.08311722009179197,0.13245882084419353,RBD Variant Average Expression,grammaticality
SVR-RBF,0.035169397286678034,0.5249825125357697,RBD Variant Average Expression,grammaticality
Linear,-0.028252313332749246,0.6096297226873688,RBD Variant Average Expression,grammaticality
SVR-RBF,0.043649370867845184,0.4300590077218346,RBD Variant Average Expression,grammaticality
Linear,0.0022471197247825128,0.9675620769639239,RBD Variant Average Expression,grammaticality
SVR-RBF,0.007422557515763146,0.8931434792752113,RBD Variant Average Expression,grammaticality
Linear,0.016036711247870213,0.7716367871745183,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.005089787117170289,0.9266103814316627,RBD Variant Average Expression,grammaticality
Linear,-0.04130166667789917,0.4552979626654614,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.003231252400946226,0.9534406155512143,RBD Variant Average Expression,grammaticality
Linear,0.026910142270806518,0.6267288868472887,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.02095882840563692,0.704870979660603,RBD Variant Average Expression,grammaticality
Linear,-0.05696763019025603,0.30291459557997025,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.052807337965615084,0.33964892100250443,RBD Variant Average Expression,grammaticality
Linear,0.049289875773130896,0.3721035037015208,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.02490230730894098,0.6521868567201882,RBD Variant Average Expression,grammaticality
Linear,-0.10157919473340182,0.06532233919316706,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.03353950157318416,0.5437618230975162,RBD Variant Average Expression,grammaticality
Linear,-0.05787442966996678,0.2952706423371564,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.00017354207805686788,0.9974980075548969,RBD Variant Average Expression,grammaticality
Linear,-0.0685808022513972,0.21472776657287065,RBD Variant Average Expression,grammaticality
SVR-RBF,0.012540522289249392,0.8207288492422401,RBD Variant Average Expression,grammaticality
Linear,-0.06186117981655087,0.26319925581177706,RBD Variant Average Expression,grammaticality
SVR-RBF,-0.013035200398978292,0.813784020218057,RBD Variant Average Expression,grammaticality
Linear,0.009857507665568343,0.8584124841325711,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,0.07235144491684956,0.18983719875194285,RBD Variant Average Expression,masked_grammaticality
Linear,-0.0037050180530097706,0.9465420284821173,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.10293391983179778,0.06179605185164824,RBD Variant Average Expression,masked_grammaticality
Linear,-0.10128016767871466,0.0665376358959607,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,0.00034472533175179784,0.9950300466576674,RBD Variant Average Expression,masked_grammaticality
Linear,-0.09816517162132107,0.07539156839095605,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.023595994042283613,0.6697996561816852,RBD Variant Average Expression,masked_grammaticality
Linear,-0.00014540468541746908,0.997903669211999,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.07515872151371865,0.17383265627184155,RBD Variant Average Expression,masked_grammaticality
Linear,0.08633036950836011,0.11752623192620175,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.042883272156268235,0.4375042308445438,RBD Variant Average Expression,masked_grammaticality
Linear,-0.08755585868139702,0.11238902840422678,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.09690163278901466,0.07878753195647645,RBD Variant Average Expression,masked_grammaticality
Linear,-0.08636313817682605,0.11794779670950546,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.05988533248348276,0.2787819568957328,RBD Variant Average Expression,masked_grammaticality
Linear,-0.07763564924955688,0.16003769567158413,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,0.003340432271413071,0.9518693034632622,RBD Variant Average Expression,masked_grammaticality
Linear,-0.0029825649182161893,0.9570203782468261,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.044220206363434184,0.42404676977820954,RBD Variant Average Expression,masked_grammaticality
Linear,-0.02460511783646064,0.6560700532003335,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.05560632078598267,0.3138937350663155,RBD Variant Average Expression,masked_grammaticality
Linear,-0.08305227638389531,0.13217069134424325,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.00019016788618710865,0.9972541153298654,RBD Variant Average Expression,masked_grammaticality
Linear,-0.038303600913875954,0.48870235518603933,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,-0.0021913478322404113,0.9684150440690895,RBD Variant Average Expression,masked_grammaticality
Linear,-0.044339832456075326,0.42279305614425644,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,0.00915223852431948,0.868646307092965,RBD Variant Average Expression,masked_grammaticality
Linear,-0.05779288174202549,0.29595274844902963,RBD Variant Average Expression,masked_grammaticality
SVR-RBF,0.09189507949238102,0.09611156179607573,RBD Variant Average Expression,masked_grammaticality
Linear,-0.047342449926495694,0.3913146133678179,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.07597348335279813,0.16854914695687598,RBD Variant Average Expression,mutated_grammaticality
Linear,0.014344066937754666,0.7951742420907509,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.009446117294674214,0.8642631351667172,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.026112522661562623,0.6369867101864243,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,-0.08054913431145917,0.1448852069888788,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.0335920177383592,0.5437471543247602,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.14743899069275304,0.0073891441792754906,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.021941447239838523,0.6917252855978518,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,-0.014026580580809953,0.799910243876429,RBD Variant Average Expression,mutated_grammaticality
Linear,0.048361909993329934,0.3811840967845369,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.03281222216749632,0.552537652812968,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.023138871798639108,0.6753626072253374,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.03992473426168869,0.4697996796547337,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.022599559236819226,0.6829720523638411,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,-0.0016798199206087116,0.9757853464732371,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.004196685514796569,0.939553079971842,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.022761644167975253,0.6808226797033265,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.060412861658320924,0.2745616971755919,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.05128926600125355,0.3537330338710637,RBD Variant Average Expression,mutated_grammaticality
Linear,0.08663089818839642,0.11624975896950915,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,-0.03958847606080363,0.4735514842095532,RBD Variant Average Expression,mutated_grammaticality
Linear,0.03274410233335476,0.5533631608500138,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.0031483718441358086,0.9545642040683633,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.004353041872502174,0.9373055389948326,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.10584988441760627,0.05510757130353077,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.008092789410900464,0.8837369742411166,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,0.062421232115056714,0.25889335246232986,RBD Variant Average Expression,mutated_grammaticality
Linear,-0.07647274883912145,0.1664081044038248,RBD Variant Average Expression,mutated_grammaticality
SVR-RBF,-0.0054519170502564385,0.9215248109394565,RBD Variant Average Expression,mutated_grammaticality
Linear,0.18946266082059005,0.0007541654916422814,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.18526164114878219,0.0009910644897276335,RBD Variant Average Expression,Evescape Fitness
Linear,0.1376966024078876,0.014769643331567061,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.1652810833661821,0.0033611814265773515,RBD Variant Average Expression,Evescape Fitness
Linear,0.24057539294306962,1.6885123122318793e-05,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.23794716303008767,2.0986315404120185e-05,RBD Variant Average Expression,Evescape Fitness
Linear,0.2182362213598859,9.918933435112093e-05,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.2073401812367238,0.00022095814755873777,RBD Variant Average Expression,Evescape Fitness
Linear,0.10793237868631066,0.056860661146488564,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.0785493643018067,0.16634966918022948,RBD Variant Average Expression,Evescape Fitness
Linear,0.14994020346475526,0.007880736193817116,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.16413209712084378,0.0035918198459453537,RBD Variant Average Expression,Evescape Fitness
Linear,0.2561634120501196,4.417920992116348e-06,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.20722260426655073,0.00022282711778826695,RBD Variant Average Expression,Evescape Fitness
Linear,0.1618678437611746,0.004088713317420553,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.14920021140114592,0.008196305564359426,RBD Variant Average Expression,Evescape Fitness
Linear,0.14476083733933592,0.010336776607432596,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.17533886007767285,0.0018469024325665612,RBD Variant Average Expression,Evescape Fitness
Linear,0.16818047838768385,0.002882577044360317,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.189589311072109,0.0007628012479796777,RBD Variant Average Expression,Evescape Fitness
Linear,0.23077627486369676,3.7512065985062055e-05,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.20043618598287816,0.000359487676827855,RBD Variant Average Expression,Evescape Fitness
Linear,0.12885331534219427,0.022605326705339903,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.1262724373975671,0.02548316226298583,RBD Variant Average Expression,Evescape Fitness
Linear,0.23743333547265086,2.1891376496058052e-05,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.2361059150043908,2.4403714259564092e-05,RBD Variant Average Expression,Evescape Fitness
Linear,0.12877779959490643,0.022685360309616574,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.1230720825192273,0.029485183229953388,RBD Variant Average Expression,Evescape Fitness
Linear,0.14427296185346278,0.010725964735523466,RBD Variant Average Expression,Evescape Fitness
SVR-RBF,0.18623521052788158,0.0009486486365120646,RBD Variant Average Expression,Evescape Fitness
Linear,0.36936547287482296,4.178080395904077e-12,RBD Variant Average Expression,Evescape
SVR-RBF,0.3601185385389258,1.5336030584757654e-11,RBD Variant Average Expression,Evescape
Linear,0.2747521911255719,3.976329071338062e-07,RBD Variant Average Expression,Evescape
SVR-RBF,0.27423962272294294,4.1870973409776926e-07,RBD Variant Average Expression,Evescape
Linear,0.32093726201147066,2.562109915779847e-09,RBD Variant Average Expression,Evescape
SVR-RBF,0.31608718214841725,4.560533776900644e-09,RBD Variant Average Expression,Evescape
Linear,0.2894759366217592,9.016103283308976e-08,RBD Variant Average Expression,Evescape
SVR-RBF,0.28306330410637626,1.770522905770529e-07,RBD Variant Average Expression,Evescape
Linear,0.38085409660396685,8.480749350736181e-13,RBD Variant Average Expression,Evescape
SVR-RBF,0.3502874395972476,6.245227567967942e-11,RBD Variant Average Expression,Evescape
Linear,0.3490221548073319,6.914902532966023e-11,RBD Variant Average Expression,Evescape
SVR-RBF,0.33235316460874087,5.960730013584653e-10,RBD Variant Average Expression,Evescape
Linear,0.33453800811260476,4.5272367048774196e-10,RBD Variant Average Expression,Evescape
SVR-RBF,0.2960960489661396,4.208984423687802e-08,RBD Variant Average Expression,Evescape
Linear,0.29170232984451977,7.104714181655016e-08,RBD Variant Average Expression,Evescape
SVR-RBF,0.2862932086076871,1.2629807107005857e-07,RBD Variant Average Expression,Evescape
Linear,0.34742719657094334,9.126155457298321e-11,RBD Variant Average Expression,Evescape
SVR-RBF,0.34698474851562555,9.674374064181548e-11,RBD Variant Average Expression,Evescape
Linear,0.30742355724192777,1.245354090439834e-08,RBD Variant Average Expression,Evescape
SVR-RBF,0.3068062192089177,1.3361197866986892e-08,RBD Variant Average Expression,Evescape
Linear,0.31372806662386915,5.702708170986355e-09,RBD Variant Average Expression,Evescape
SVR-RBF,0.31664653402777715,4.043805730622924e-09,RBD Variant Average Expression,Evescape
Linear,0.291371738115969,7.031977771671367e-08,RBD Variant Average Expression,Evescape
SVR-RBF,0.28189840627971374,1.914064114210446e-07,RBD Variant Average Expression,Evescape
Linear,0.3996906570336773,4.74782813772283e-14,RBD Variant Average Expression,Evescape
SVR-RBF,0.38461338868707834,4.840950515211622e-13,RBD Variant Average Expression,Evescape
Linear,0.2513263332412269,3.9197764735536434e-06,RBD Variant Average Expression,Evescape
SVR-RBF,0.24517923695401642,6.824871094917422e-06,RBD Variant Average Expression,Evescape
Linear,0.38891726498673,2.5252234427409233e-13,RBD Variant Average Expression,Evescape
SVR-RBF,0.3880626965458988,2.875726869725544e-13,RBD Variant Average Expression,Evescape
Linear,0.11918052104817153,0.03781720708906124,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.1039671952539125,0.07026932511570075,RBD Variant Average Expression,IND Mutability Score
Linear,0.07875321826446212,0.17081787266762283,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.18216958575653477,0.0014233032668660235,RBD Variant Average Expression,IND Mutability Score
Linear,0.08065926165869947,0.1606659554607047,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.20204456873201562,0.0003927878326083985,RBD Variant Average Expression,IND Mutability Score
Linear,0.06701059351306361,0.24407319146291165,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.055916203598220374,0.3312115774069765,RBD Variant Average Expression,IND Mutability Score
Linear,0.04491390699729857,0.43599537093414564,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.184670461333125,0.0012419355481338079,RBD Variant Average Expression,IND Mutability Score
Linear,0.196241333469956,0.0005795536551249731,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.11574591306083999,0.04374065675505789,RBD Variant Average Expression,IND Mutability Score
Linear,0.11742799633487631,0.0407488499662338,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.13160320938838366,0.021726336826318925,RBD Variant Average Expression,IND Mutability Score
Linear,0.02762697630489292,0.6313696234884641,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.14831553442395456,0.009607234899658368,RBD Variant Average Expression,IND Mutability Score
Linear,0.11998242231798097,0.03653650498417284,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.2138667583220118,0.00017189817143973562,RBD Variant Average Expression,IND Mutability Score
Linear,-0.06871228017954276,0.233052034670507,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.10912368079268932,0.05778532819655298,RBD Variant Average Expression,IND Mutability Score
Linear,0.18034095203992842,0.0015922397609258693,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.24382392996749036,1.717603441646391e-05,RBD Variant Average Expression,IND Mutability Score
Linear,0.015582205996391731,0.7867123651528325,RBD Variant Average Expression,IND Mutability Score
SVR-RBF,0.07046668473080059,0.22054110226398374,RBD Variant Average Expression,IND Mutability Score
Linear,0.10949846398407857,0.05651490617967097,RBD Variant Average Expression,IND Mutability Score
