model,correlation,pvalue,predictor,feature
Linear,0.1470449470170607,0.009760591807262749,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.1394698389519465,0.01429682210614502,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.25266756419277553,6.9028810628757615e-06,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.262837538283827,2.811211103780982e-06,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.125224415421722,0.02773647049919983,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.1457022463912536,0.010331529161738547,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.15010540325279947,0.008325068975979304,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.11149755376767746,0.05059282312633427,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.15969865497078428,0.0049640667198984755,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.1428908209528683,0.012058688948683604,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.21164342125096058,0.00018278162193178772,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.20656542154913493,0.00026233260548138925,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.15270784637537613,0.007160844224441781,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.15151469239882495,0.007630174038580369,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.17921917050886266,0.0015600907077409213,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.17536190930667309,0.001974119205069701,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.15480446321063052,0.006485093824283914,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.15839200219072014,0.005335062781472095,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.1457345664992482,0.010439590010108742,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.1527322176574256,0.0072461885852690465,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.26436550762655014,2.5424321563916957e-06,RBD Wuhan-Hu-1 Expression,Evescape Fitness
SVR-RBF,0.25512702908001494,5.773582360790602e-06,RBD Wuhan-Hu-1 Expression,Evescape Fitness
Linear,0.31277986981452927,8.302037717690047e-09,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.3220616788304374,2.802605047052559e-09,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.43452397182458535,2.1214337905102704e-16,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.42486218167199774,1.1229696518774077e-15,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.3309642913323895,9.547690739192918e-10,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.3144533585024383,6.844504397072466e-09,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.3077272647824795,1.476315574249266e-08,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.3026993865030675,2.5900008170534834e-08,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.35874573311105823,2.8272508735827642e-11,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.3613805756220618,1.9764746374531753e-11,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.3419390697918306,2.411623726973475e-10,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.3416922727352176,2.48889987032708e-10,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.31207173194903254,9.00546839214438e-09,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.30453777987520325,2.1114195850517114e-08,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.4448838550679042,3.345889425846943e-17,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.44432943561777927,3.6994285067438317e-17,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.34388862671071263,1.877933821232101e-10,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.3489280408298814,9.758408971878423e-11,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.2978575671204949,4.622279740598945e-08,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.29456277853859464,6.591708566124654e-08,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.39577543565273626,1.2413172973452523e-13,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.38349745687169007,7.91215667296196e-13,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.27460577141558734,4.944682878690565e-07,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.2701543355531086,7.663913817922822e-07,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.37982416583643586,1.3567693236982868e-12,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.3487745792040271,9.956613561000502e-11,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.41948857777078635,2.7731663329990957e-15,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.4199954555782777,2.548242724874389e-15,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.2807857249962513,2.771666390355759e-07,RBD Wuhan-Hu-1 Expression,Evescape
SVR-RBF,0.2788667495788239,3.3650432356068037e-07,RBD Wuhan-Hu-1 Expression,Evescape
Linear,0.08011334398315795,0.1663472630270191,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.0815708109223567,0.15874670867324822,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.0726656809339463,0.2094744156831095,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.2574388087393622,6.2806696954009055e-06,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.02685927069690382,0.6436666728620041,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.1368051432924488,0.01794205773190215,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.1051024844620213,0.06955328378161192,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.25320558759835327,9.317470435684695e-06,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.027443592048743866,0.6364661880804241,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.07358600029370314,0.20450813484466088,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,-0.01831356036538348,0.7520765459942109,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.11305011507374498,0.05044319507481039,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.04952079247088212,0.39273438522345216,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.12126226388328509,0.03578969602009859,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.09193901146909399,0.11263117520010728,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.2160668459554023,0.00016650593741387122,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.20602432918914482,0.0003356363084312983,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.2664483210301014,2.971664001937657e-06,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.003258220707610742,0.9552589075937257,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.07258248107793401,0.21076574841890672,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.15572666888531667,0.006881783343306188,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.18776087624364263,0.0010844562582182768,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,-0.010907190571262552,0.8507708194448513,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.127676224085451,0.027019058800136955,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,-0.012720293320110359,0.8266173460294491,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.10413328747866435,0.07217990710254812,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.07536703910423803,0.193735261370627,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.17284373042375886,0.0027101777529892636,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.11216402520531278,0.0526853029938332,RBD Wuhan-Hu-1 Expression,IND Mutability Score
SVR-RBF,0.2239033431312734,9.417600023306877e-05,RBD Wuhan-Hu-1 Expression,IND Mutability Score
Linear,0.06825569119441839,0.23853243358496726,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.3021422712765026,9.467807127248735e-08,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.06740034325844942,0.24448133736606492,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.3265259601019537,6.976206528677803e-09,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.09323110180160088,0.10764481188951476,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.18302903703696988,0.0014803747822147335,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.0312566854238432,0.5903379972029628,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.1421285753805931,0.013899950327293659,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.10728821633784769,0.06391574364644735,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.197700920946394,0.0005854943617841032,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,-0.004279451575218308,0.941159042055368,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.20038860916016404,0.0004797296690093651,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,-0.02131990891074388,0.7130433440719055,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.2400406115052981,2.647273979788524e-05,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.15420794773772523,0.0075550704938040295,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.2909937455065696,3.0240532157437086e-07,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.15194830914015853,0.008495264007038312,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.2441996251806456,1.9570441096946465e-05,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.06078831282083734,0.2947793616594321,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.18294724413936325,0.0014877701451948974,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.003105908955274368,0.9572765878207246,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.18638542972038216,0.0011816220812749109,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.07084804840191636,0.22112603221553376,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.2188336302200666,0.000132966046322986,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.08650655879684525,0.13560176462212656,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.27409913586733836,1.4924709303251634e-06,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.0944036474917283,0.10327185422114914,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.28422650615032546,5.80489095665534e-07,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.09534940029062007,0.09984810541457878,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
SVR-RBF,0.2101402401737351,0.00025281895116851535,RBD Wuhan-Hu-1 Expression,DCA Mutability Score
Linear,0.46841320476347087,3.9625104355132024e-19,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6435928897278591,2.1214395287301e-39,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.44816290845837636,1.8402390377245773e-17,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.591109939271666,5.27132300239462e-32,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.4655298500445178,6.952306844960108e-19,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6763942943726694,8.309902301781693e-45,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.3850037915337256,6.329932636707955e-13,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.5340073060318459,2.3470538738312318e-25,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.3835921045737705,8.461227103154922e-13,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6484396327555645,4.883409314285495e-40,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.5324275951269817,3.4425825754835894e-25,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6887882124691941,4.890937406943123e-47,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.382899932340546,8.641586650447114e-13,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.5726303462499783,1.038555481630496e-29,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.44787639591320294,1.9394218798443105e-17,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6728006460769997,3.5152811331288083e-44,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.39844287123930655,8.216015945123078e-14,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.5684211630223901,3.303802202316585e-29,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.4142665726642667,7.234116327572075e-15,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6676584960844756,3.596114144025684e-43,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.4331450660322186,2.6998495271048623e-16,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6230864703977287,2.4187448785427753e-36,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.4502601201003391,1.2512432180430541e-17,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6796654606470558,2.1961096550093103e-45,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.501123215101746,4.574212679319175e-22,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6255924352856869,1.0524393959421257e-36,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.36232782429935856,1.6159950599062878e-11,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.6304832817716255,2.029191662074007e-37,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.4493219943558402,1.6674423642015213e-17,RBD Wuhan-Hu-1 Expression,Mean_Embedding
SVR-RBF,0.5307143676183925,6.149190250452533e-25,RBD Wuhan-Hu-1 Expression,Mean_Embedding
Linear,0.19500800386485767,0.00040620721528937705,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6435359659112435,2.1649139684562505e-39,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.07609478197171658,0.17115013465943868,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.663870856612211,1.1609232412147315e-42,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.2152409793650009,9.179982552191417e-05,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6324148910575323,1.0506402678652839e-37,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.19862653592714943,0.0003146169011399122,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6129956478422737,6.400642127217363e-35,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.07485610108721692,0.17891971277958807,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.65514999162058,4.1768862174276684e-41,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.09787217047455778,0.07809472873670283,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6376476183426535,1.7249352771492507e-38,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.12256255091719559,0.027150283451862007,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.640618621696,6.087819299829498e-39,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.10660357843528422,0.05487144561587735,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6381312497274464,1.4570764013744135e-38,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.12246168899216038,0.0272778671630291,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6347150677918564,4.768564388866149e-38,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.11839098536609163,0.0331469371301431,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6668734766543627,4.879565669077051e-43,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.1171247793333683,0.03480404033777012,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6473504273504275,5.507072099419662e-40,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.024824777585513786,0.6556843457679244,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.62706203135651,6.437669483128424e-37,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.1409896845086552,0.01093849434628273,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6449299363658596,1.315708157036534e-39,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.10213361492437205,0.06592147428396329,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6884589768460847,5.624493224055181e-47,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.1877833346563997,0.0006805243071899015,RBD Wuhan-Hu-1 Expression,Logits
SVR-RBF,0.6527762342003829,1.0039393759528952e-40,RBD Wuhan-Hu-1 Expression,Logits
Linear,0.16256347624863404,0.0030601399752449,RBD Variant Average Expression,semantic_score
SVR-RBF,0.17168084855942412,0.0017470173207145608,RBD Variant Average Expression,semantic_score
Linear,0.25555038905942035,2.563567815855012e-06,RBD Variant Average Expression,semantic_score
SVR-RBF,0.24382242428138165,7.4557590939702165e-06,RBD Variant Average Expression,semantic_score
Linear,0.22720668019059304,3.1824230189196005e-05,RBD Variant Average Expression,semantic_score
SVR-RBF,0.2318249213163588,2.1673393551171256e-05,RBD Variant Average Expression,semantic_score
Linear,0.16019315401775186,0.003574943393639582,RBD Variant Average Expression,semantic_score
SVR-RBF,0.1594895504080766,0.0037262000585305973,RBD Variant Average Expression,semantic_score
Linear,0.2756877890139272,3.768827752214993e-07,RBD Variant Average Expression,semantic_score
SVR-RBF,0.25076882938023914,4.124411135393777e-06,RBD Variant Average Expression,semantic_score
Linear,0.22122567282945244,5.038057904821136e-05,RBD Variant Average Expression,semantic_score
SVR-RBF,0.21623556105782754,7.489941248259294e-05,RBD Variant Average Expression,semantic_score
Linear,0.25401001261385653,2.9583680081543645e-06,RBD Variant Average Expression,semantic_score
SVR-RBF,0.24245034389663817,8.418674458904067e-06,RBD Variant Average Expression,semantic_score
Linear,0.21485250608239712,8.55805495338934e-05,RBD Variant Average Expression,semantic_score
SVR-RBF,0.2113580762776404,0.00011208358253885516,RBD Variant Average Expression,semantic_score
Linear,0.22745100616082933,3.1190142390939315e-05,RBD Variant Average Expression,semantic_score
SVR-RBF,0.23002279888181693,2.5201964242865273e-05,RBD Variant Average Expression,semantic_score
Linear,0.16409633438694154,0.0028323365427681256,RBD Variant Average Expression,semantic_score
SVR-RBF,0.1680318643473807,0.002228246119670113,RBD Variant Average Expression,semantic_score
Linear,0.16095564781043986,0.003368415547501406,RBD Variant Average Expression,semantic_score
SVR-RBF,0.16532232953136725,0.0025902865827081276,RBD Variant Average Expression,semantic_score
Linear,0.300072711244531,2.7127205167725674e-08,RBD Variant Average Expression,semantic_score
SVR-RBF,0.3012734902816538,2.3726345464524622e-08,RBD Variant Average Expression,semantic_score
Linear,0.2283717901768276,2.8906224850604604e-05,RBD Variant Average Expression,semantic_score
SVR-RBF,0.22769447055298261,3.057019037297248e-05,RBD Variant Average Expression,semantic_score
Linear,0.16181771005330944,0.0032467232417539714,RBD Variant Average Expression,semantic_score
SVR-RBF,0.17835441673013028,0.0011588054209765177,RBD Variant Average Expression,semantic_score
Linear,0.24429501479319848,7.382831425478727e-06,RBD Variant Average Expression,semantic_score
SVR-RBF,0.2433993354854798,7.99212959314815e-06,RBD Variant Average Expression,semantic_score
Linear,-0.0022714959399410127,0.9672103943559993,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.1349221839419178,0.01417062498063523,RBD Variant Average Expression,relative_grammaticality
Linear,-0.06146329083913451,0.265557132817576,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,-0.006129616350095877,0.9116730173114133,RBD Variant Average Expression,relative_grammaticality
Linear,0.018379959428220977,0.7397824456726257,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.11391403096125463,0.03891582651894616,RBD Variant Average Expression,relative_grammaticality
Linear,-0.05057858591849251,0.36045092575764703,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.040332526840051494,0.46595388094039336,RBD Variant Average Expression,relative_grammaticality
Linear,0.00248283112839418,0.9642163946519264,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.044130908012589384,0.4249840496124613,RBD Variant Average Expression,relative_grammaticality
Linear,-0.007814580482832716,0.8875362587850626,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.057103621454074625,0.30102081981660084,RBD Variant Average Expression,relative_grammaticality
Linear,-0.008768258160814566,0.8739194441404694,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.0787019498467721,0.153729713881391,RBD Variant Average Expression,relative_grammaticality
Linear,-0.048214037044834436,0.3833709677504681,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.03628849401604131,0.5118726739524571,RBD Variant Average Expression,relative_grammaticality
Linear,-0.0491659871006005,0.3740386844554019,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.07441989769441767,0.17811392244386476,RBD Variant Average Expression,relative_grammaticality
Linear,0.03709588596565953,0.5025210567448863,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.040823334233899,0.4605401890427441,RBD Variant Average Expression,relative_grammaticality
Linear,-0.11755095839430864,0.03278366721119895,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.016306853139147284,0.7678989392887838,RBD Variant Average Expression,relative_grammaticality
Linear,-0.0519355299197171,0.3469556731742057,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.07873333839779813,0.15356516132672898,RBD Variant Average Expression,relative_grammaticality
Linear,-0.08034223171742633,0.1459238137092773,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.0676969112879855,0.22070991185444874,RBD Variant Average Expression,relative_grammaticality
Linear,0.07997863579077902,0.14776271703052343,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.04719636875838225,0.3935029581764111,RBD Variant Average Expression,relative_grammaticality
Linear,-0.033920231299577434,0.5398154929108058,RBD Variant Average Expression,relative_grammaticality
SVR-RBF,0.011856462167826987,0.8303554134816745,RBD Variant Average Expression,relative_grammaticality
Linear,0.051987621557590055,0.34647158764423935,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.06249109892485865,0.25763176623530964,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.08880572406959242,0.1073328817830686,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.11044846392278417,0.0449715345825253,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.024674656961562274,0.6556534347483245,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.0936643899232012,0.08985129338645846,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.02086464743404545,0.7061356482049672,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.0721421279531022,0.1918041142879386,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,0.032301912021067115,0.559337373913849,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.009114666589836415,0.8691806967296114,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,0.022832167490658018,0.6794256811777261,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,-0.0029458491517869584,0.9574840648031122,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.049739182758731355,0.3677551911149819,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.019733053641215328,0.7209845365574583,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,0.11681134122753221,0.034178681648969346,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.022045572486672646,0.6903375953722417,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.09375057127791987,0.08955491146372953,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.14875702140052421,0.006871811715576987,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.05641583852969768,0.30762951230455465,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.17644193049908832,0.0013115824275658767,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,0.007986215751209003,0.8850830543410295,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.05231152469051807,0.3434711828139575,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.02114503096697607,0.7019393820576458,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.06915248407824097,0.21022356113073085,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.0010511933167086786,0.9848456083808257,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.08875835603070177,0.10805955617990104,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,0.009848598003137103,0.8587529750962448,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.1434291698479212,0.009183384053726257,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,-0.039770796367882194,0.47219280463834024,RBD Variant Average Expression,relative_sequence_grammaticality
SVR-RBF,0.041227202169310626,0.45611184312382647,RBD Variant Average Expression,relative_sequence_grammaticality
Linear,0.20935345428499635,0.0001275181030307985,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.22088507365874466,5.17777123110216e-05,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.18106068258411254,0.0009531607870870402,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.15658996785177923,0.004352514503805822,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.16014498009699712,0.0035851194770419675,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.2007880327394747,0.000246854306671376,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.05222841507221372,0.34497717079954104,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.075880683924275,0.1697234864400005,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.13785879403419624,0.012315360545224323,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.08193275328719025,0.1380840900944059,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.16915907901316396,0.002045685684765438,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.1230002112048779,0.025455302433419574,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.23237061196822073,2.010614787636117e-05,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.14719677699686698,0.0073970259992678505,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.12650476145546205,0.021728361431143272,RBD Variant Average Expression,relative_grammaticality_with_eve
SVR-RBF,0.12179587407921606,0.027174721072855852,RBD Variant Average Expression,relative_grammaticality_with_eve
Linear,0.1458036514601123,0.008079193988351873,RBD Variant Average Expression,relative_grammaticality_with_eve
